ParcelNumber,FullAddress,CurrentAssessedValue,OBJECTID
350133000,500 HENRY AVE ,398120,15161560
530054304,408 E MARKET ST 304,428200,15161362
320146000,112 8TH ST NW ,194900,15161625
320149000,801 W MAIN ST ,1186300,15161627
320148000,811-817 W MAIN ST ,664600,15161628
010031000,1873 FIELD RD ,595300,15161375
25A162000,158 BROOKWOOD DR ,249000,15161512
160129880,1800 JEFFERSON PARK AVE 812,160100,15160974
320144303,211 CREAM ST 303,152800,15161178
2801283B0,105 MONTICELLO AVE 302,405100,15161548
180056000,2611 JEFFERSON PARK CIR ,314000,15161757
160129E00,1800 JEFFERSON PARK AVE 1005,118600,15160966
160129B00,1800 JEFFERSON PARK AVE 1002,118600,15160967
190034140,2722 MCELROY DR ,252500,15161830
190035500,2713 MCELROY DR ,275400,15161817
530072000,112 5TH ST SE ,0,15161165
22A002AA0,0 BING LN ,1300,15161569
22A003AA0,0 VILLAGE RD ,1300,15161570
330001206,511 1ST ST N 206,150696,15161277
160130700,1800 JEFFERSON PARK AVE 79,122600,15160943
160129320,1800 JEFFERSON PARK AVE 404,121300,15160999
160128390,1800 JEFFERSON PARK AVE 39,114500,15160921
530054207,408 E MARKET ST 207,254400,15161357
530054205,408 E MARKET ST 205,230900,15161355
580358A00,804 LYMAN ST ,336700,15161386
600131A00,1002 ALTAVISTA AVE ,219100,15161201
160129560,1800 JEFFERSON PARK AVE 604,126100,15161058
330001507,511 1ST ST N 507,181080,15161309
530054104,408 E MARKET ST 104A,189000,15161345
260038000,204 HARTMAN'S MILL RD ,370967,15161455
160129540,1800 JEFFERSON PARK AVE 602,160000,15161055
370083A00,0 MEADOW ST ,54000,15161519
370083B00,0 MEADOW ST ,54000,15161520
370083A10,0 MEADOW ST ,54000,15161521
370083C00,0 MEADOW ST ,54000,15161522
530054201,408 E MARKET ST 201B,253900,15161349
190034260,217 OLD LYNCHBURG RD ,184400,15161849
560077100,1419 VINE ST ,193200,15161695
040303900,1303 WERTLAND ST A-9,136700,15161432
160129201,1800 JEFFERSON PARK AVE 304,121300,15161029
25A170000,169 BROOKWOOD DR ,246200,15161501
540137700,1001 E MARKET ST 7,305300,15161089
160130170,1800 JEFFERSON PARK AVE 89,122600,15160938
320089000,233 4TH ST NW ,11371411,15161658
290067100,215 5TH ST SW 100,680500,15161194
040303140,1305 WERTLAND ST B-4,136700,15161416
530072I00,112 5TH ST SE 3C,789900,15161155
540137360,210 10TH ST NE 36,697900,15161115
160129H00,1800 JEFFERSON PARK AVE 1008,277700,15160958
320140000,210 CREAM ST ,159500,15161621
190037900,301 MOBILE LN ,218200,15161869
320107000,227 5TH ST NW ,241800,15161672
190034310,207 OLD LYNCHBURG RD ,254000,15161854
320139000,212 CREAM ST ,210200,15161622
190034200,104 MARION CT ,245300,15161807
160129620,1800 JEFFERSON PARK AVE 610,126100,15161065
040232000,1004 PAGE ST ,300300,15161214
160128601,1800 JEFFERSON PARK AVE 60,140200,15160927
160130000,1800 JEFFERSON PARK AVE ,1300,15161067
160131000,1800 JEFFERSON PARK AVE ,1300,15161068
160129D00,1800 JEFFERSON PARK AVE 1004,42000,15160960
160129C00,1800 JEFFERSON PARK AVE 1003,42000,15160968
530259400,820 E HIGH ST 4,223000,15161453
590361000,0 AVON ST ,1300,15161334
220022B00,411 VALLEY RD EXT B,161100,15161246
600257000,303 PALATINE AVE ,246800,15161370
330001602,511 1ST ST N 602,181080,15161318
21B016450,126 OLD FIFTH CIR ,240000,15161556
190037270,421 MOBILE LN ,271644,15161912
040303390,1309 WERTLAND ST D-7,136700,15161397
540137220,210 10TH ST NE 22,391000,15161102
180047000,2523 BRUNSWICK RD ,440456,15161762
190037301,415 MOBILE LN ,229320,15161915
610090300,1412 HAMPTON ST ,166600,15161554
230094900,507 HANOVER ST ,289500,15161489
490244000,910 RIVER RD ,2219924,15161234
180054000,2607 JEFFERSON PARK CIR ,410400,15161758
600129400,1007 DRUID AVE ,164300,15161571
200003100,2510 WOODLAND DR ,228800,15161730
190035370,2734 MCELROY DR ,255500,15161896
190037180,416 MOBILE LN ,240700,15161902
160129F00,1800 JEFFERSON PARK AVE 1006,396900,15160959
190037240,427 MOBILE LN ,244800,15161909
190034100,2700 MCELROY DR ,268300,15161803
330001305,511 1ST ST N 305,181080,15161265
530054107,408 E MARKET ST 107,469600,15161353
160129901,1800 JEFFERSON PARK AVE 902,172600,15160994
540190000,1101 E JEFFERSON ST ,100,15161703
540137180,210 10TH ST NE 18,366000,15161100
320108000,223 5TH ST NW ,216600,15161671
2900673A0,215 5TH ST SW 3A,278100,15161181
160129420,1800 JEFFERSON PARK AVE 502,155300,15160988
160129450,1800 JEFFERSON PARK AVE 505,155300,15160979
180017200,205 SUNSET AVE ,230700,15161746
160129590,1800 JEFFERSON PARK AVE 607,145800,15161061
530072S00,112 5TH ST SE 5A,1158400,15161166
2900673B0,215 5TH ST SW 3B,278100,15161182
530072J00,112 5TH ST SE 3D,722000,15161156
070003100,2101 MORRIS RD ,495500,15161486
320109000,221 5TH ST NW ,195000,15161670
190035140,2725 MCELROY DR ,273100,15161837
330001503,511 1ST ST N 503,181080,15161305
25A037100,932 RAYMOND RD ,490456,15161517
190037310,413 MOBILE LN ,216600,15161916
25A172000,165 BROOKWOOD DR ,250800,15161503
5500451B0,1408 CHESAPEAKE ST ,425500,15161199
190037300,249 MONTE VISTA AVE ,263200,15161875
270099000,503 STONEHENGE AVE ,194500,15161494
330001309,511 1ST ST N 309,150696,15161269
530112200,619 E HIGH ST 2,326900,15161138
220019100,405-B VALLEY RD EXT ,164500,15161073
160128570,1800 JEFFERSON PARK AVE 57,140200,15160918
160128480,1800 JEFFERSON PARK AVE 48,117300,15160925
160129380,1800 JEFFERSON PARK AVE 410,122700,15161016
320195000,325 W MAIN ST ,677951,15161661
320196000,323 W MAIN ST ,398781,15161662
320191000,0 4TH ST NW ,320300,15161663
320171000,107 6TH ST NW ,1382900,15161640
200084000,2519 WOODLAND DR ,296588,15161725
17A005000,122 SUMMIT ST ,202900,15161579
220063100,224 SHAMROCK RD A&B,387000,15161248
220063000,226 SHAMROCK RD ,339800,15161249
530072V00,112 5TH ST SE 5D,695800,15161169
590360000,0 PALATINE AVE ,72300,15161335
590358000,1600 RIALTO ST ,231826,15161336
190004000,2637 JEFFERSON PARK CIR ,459700,15161789
2801282AA,111 MONTICELLO AVE 2,2268100,15161537
280128A00,0 GARRETT ST ,2311900,15161550
280128B00,455 2ND ST SE ,8593067,15161551
2801281A0,105 MONTICELLO AVE 101,833700,15161545
2801282A0,105 MONTICELLO AVE 201,989900,15161544
320113000,517 BROWN ST ,319500,15161667
190024100,2622 JEFFERSON PARK CIR ,395300,15161771
090016000,1600 GORDON AVE ,9206900,15161369
220019000,405-A VALLEY RD EXT ,164700,15161074
190005000,2639 JEFFERSON PARK CIR ,449200,15161790
190037600,7 MOBILE LN ,226452,15161872
320155000,710 ELSOM ST ,144600,15161619
190034320,205 OLD LYNCHBURG RD ,274300,15161855
190035340,2736 MCELROY DR ,257300,15161895
190016200,2653 JEFFERSON PARK CIR ,206800,15161786
190035180,2733 MCELROY DR ,286800,15161886
190047000,230 OLD LYNCHBURG RD ,185200,15161861
160130500,1800 JEFFERSON PARK AVE 77,143900,15160951
190027000,2610 JEFFERSON PARK CIR ,429700,15161768
560056100,0 MIDLAND ST ,50400,15161585
190037500,9 MOBILE LN ,263700,15161873
190035900,100 TROOST CT ,376900,15161821
600131000,1000 ALTAVISTA AVE ,245300,15161202
190034150,2724 MCELROY DR ,217100,15161831
530072P00,112 5TH ST SE 4D,767100,15161162
530112A00,619 E HIGH ST A,145200,15161139
37008541A,1109 MEADOW ST ,307300,15161565
160129660,1800 JEFFERSON PARK AVE 702,192400,15161034
320138000,711 BROWN ST ,185400,15161623
330001103,511 1ST ST N 103,181080,15161296
220022A00,411 VALLEY RD EXT A,161100,15161247
180052000,2605 JEFFERSON PARK CIR ,378200,15161759
160128600,1800 JEFFERSON PARK AVE 6,121300,15160935
160129800,1800 JEFFERSON PARK AVE 204,102900,15161032
21A119000,2508 NAYLOR ST ,153700,15161712
280208000,201-239 ELLIOTT AVE ,11716400,15161254
280128000,105-111 MONTICELLO AVE ,1300,15161536
180036000,201 SUNSET AVE ,378100,15161744
200081000,2525 WOODLAND DR ,247400,15161732
2900672D0,215 5TH ST SW 2D,209100,15161190
560114500,132 FRANKLIN ST ,45400,15161205
190038000,241 MONTE VISTA AVE ,274576,15161879
330001514,511 1ST ST N 514,213600,15161316
21A120000,2512 NAYLOR ST ,153500,15161713
160129870,1800 JEFFERSON PARK AVE 811,160000,15161010
530072Q00,112 5TH ST SE 4E,898500,15161163
160128610,1800 JEFFERSON PARK AVE 61,91900,15160917
160130230,1800 JEFFERSON PARK AVE 95,143900,15160955
040305000,1025-1213 WERTLAND ST ,32031700,15161371
530072E00,507 E WATER ST ,218300,15161151
280112000,400-426 GARRETT ST ,7160000,15161436
190007000,2707 ETON RD ,287100,15161792
300161000,708 PINE ST ,2825000,15161518
600134000,1016 ALTAVISTA AVE ,275800,15161568
330001404,511 1ST ST N 404,150588,15161285
530054305,408 E MARKET ST 305,361700,15161363
530112100,619 E HIGH ST 1,331400,15161137
330001510,511 1ST ST N 510,150588,15161312
160128590,1800 JEFFERSON PARK AVE 59,140200,15160934
190035120,106 TROOST CT ,282000,15161836
330155L00,212 RIDGE MCINTIRE RD ,33042200,15161230
540137E00,1001 E MARKET ST E,649700,15161082
160130130,1800 JEFFERSON PARK AVE 85,114500,15160954
160129180,1800 JEFFERSON PARK AVE 302,152300,15161039
320170000,113 6TH ST NW ,467500,15161639
040303350,1309 WERTLAND ST D-3,136700,15161393
040303380,1309 WERTLAND ST D-6,136700,15161396
040303410,1309 WERTLAND ST D-9,136700,15161399
040303100,1303 WERTLAND ST A-1,136500,15161425
040303210,1305 WERTLAND ST B-11,181800,15161423
040303800,1303 WERTLAND ST A-8,136700,15161431
040303420,1309 WERTLAND ST D-10,136700,15161400
040303440,1309 WERTLAND ST D-12,136700,15161402
040303230,1307 WERTLAND ST C-1,136700,15161403
040303240,1307 WERTLAND ST C-2,135500,15161404
040303320,1307 WERTLAND ST C-10,136700,15161412
040303300,1303 WERTLAND ST A-3,135500,15161427
040303330,1309 WERTLAND ST D-1,136700,15161391
25A164000,154 BROOKWOOD DR ,248900,15161593
530072L00,112 5TH ST SE 3F,632100,15161158
330001614,511 1ST ST N 614,213600,15161330
040303190,1305 WERTLAND ST B-9,136700,15161421
520115000,630 PARK ST ,0,15161233
410045100,1524 DAIRY RD ,743700,15161381
190035160,2729 MCELROY DR ,212100,15161884
190037200,247 MONTE VISTA AVE ,243200,15161876
160129580,1800 JEFFERSON PARK AVE 606,150700,15161057
320144402,211 CREAM ST 402,512500,15161180
320165100,621-627 W MAIN ST ,1221793,15161611
320168000,0 W MAIN ST ,246700,15161629
090094000,301-307 15TH ST NW ,65843800,15161124
160129120,1800 JEFFERSON PARK AVE 208,143900,15161042
180059100,238 SUNSET AVE ,204100,15161753
330001104,511 1ST ST N 104,150588,15161295
310136000,300 10TH ST NW ,307500,15161212
540137350,210 10TH ST NE 35,650600,15161114
180051000,2603 JEFFERSON PARK CIR ,521400,15161760
370084000,1103-05 MEADOW ST ,73300,15161437
310025000,211 ALBEMARLE ST ,388400,15161340
580063000,621 MONTICELLO AVE ,173800,15161439
160129680,1800 JEFFERSON PARK AVE 704,112100,15161048
330001313,511 1ST ST N 313,181080,15161273
21A120A00,2510 NAYLOR ST ,147300,15161714
190034210,227 OLD LYNCHBURG RD ,263592,15161844
530072U00,112 5TH ST SE 5C,1106500,15161168
540137B00,1001 E MARKET ST B,294500,15161079
320120000,204-206 6TH ST NW ,506600,15161649
320121000,201-203 5TH ST NW ,450200,15161656
530072N00,112 5TH ST SE 4B,587100,15161160
540137200,1001 E MARKET ST 2,227500,15161084
160129650,1800 JEFFERSON PARK AVE 701,155300,15161047
200097000,2526 JEFFERSON PARK AVE ,273800,15161717
530072H00,112 5TH ST SE 3B,552600,15161154
320162000,635 W MAIN ST ,622547,15161608
160129510,1800 JEFFERSON PARK AVE 511,148200,15160978
160129440,1800 JEFFERSON PARK AVE 504,121300,15161049
320137000,707 BROWN ST ,132500,15161624
180055500,226 SUNSET AVE ,178600,15161747
190034300,102 MARION CT ,263000,15161806
110105000,414 BRANDON AVE ,366500,15161450
110103000,0 BRANDON AVE ,373900,15161451
110098000,500 MONROE LN ,4754400,15161563
100082000,1224 JEFFERSON PARK AVE ,13020000,15161240
110028000,1540 JEFFERSON PARK AVE ,8543800,15161587
100081000,0 11TH ST SW ,1017900,15161242
100083000,1222 JEFFERSON PARK AVE ,15754253,15161243
100081100,117 11TH ST SW ,22626000,15161239
160129350,1800 JEFFERSON PARK AVE 407,148200,15161013
190035700,2717 MCELROY DR ,258800,15161819
48A041B00,1101 ST CHARLES CT ,330500,15161231
190037000,243 MONTE VISTA AVE ,201400,15161878
330001502,511 1ST ST N 502,181080,15161304
310057000,910-918 PRESTON AVE ,3432659,15161227
310055000,900 PRESTON AVE ,2791802,15161228
190045A00,234 OLD LYNCHBURG RD ,341600,15161859
160130190,1800 JEFFERSON PARK AVE 91,143900,15160944
320117000,211 5TH ST NW ,340400,15161654
320024000,243-259 RIDGE MCINTIRE RD ,6709900,15161682
37008541B,1107 MEADOW ST ,308500,15161564
340008000,914 HARRIS ST ,1273400,15161583
25A169000,171 BROOKWOOD DR ,250800,15161500
25A174000,161 BROOKWOOD DR ,250800,15161505
530112400,619 E HIGH ST 4,343000,15161136
190035400,2711 MCELROY DR ,266000,15161816
510028000,717 LOCUST AVE ,644800,15161222
160129430,1800 JEFFERSON PARK AVE 503,121300,15161050
22B161100,556 CLEVELAND AVE ,167700,15161220
540137390,210 10TH ST NE 39,1130100,15161118
540137300,1001 E MARKET ST 3,329900,15161085
190022000,2634 JEFFERSON PARK CIR ,452900,15161773
160129470,1800 JEFFERSON PARK AVE 507,148200,15160985
530112000,619 E HIGH ST ,0,15161133
320144203,211 CREAM ST 203,152800,15161175
570051100,931 BELMONT AVE ,294100,15161705
2801283D0,105 MONTICELLO AVE 304,333400,15161541
160129530,1800 JEFFERSON PARK AVE 601,150800,15161054
540137290,210 10TH ST NE 29,766500,15161108
2900672A0,215 5TH ST SW 2A,278100,15161195
540137900,1001 E MARKET ST 9,330800,15161091
55A088680,114 RIVERBLUFF CIR ,504600,15161472
190042000,233 MONTE VISTA AVE ,291076,15161883
25A187000,135 BROOKWOOD DR ,253100,15161508
060011000,1848 WINSTON RD ,701300,15161373
320144302,211 CREAM ST 302,295400,15161177
320144301,211 CREAM ST 301,345300,15161176
330001604,511 1ST ST N 604,150588,15161320
160129850,1800 JEFFERSON PARK AVE 809,131500,15161008
330001512,511 1ST ST N 512,181080,15161314
22B162000,550-552 CLEVELAND AVE ,84000,15161252
190039000,239 MONTE VISTA AVE ,259852,15161880
190040000,0 MONTE VISTA AVE ,60600,15161881
190037260,423 MOBILE LN ,223100,15161911
330001408,511 1ST ST N 408,150696,15161290
550045200,1412 CHESAPEAKE ST ,365800,15161198
320136100,614 BROWN ST ,206579,15161631
290078000,0 DELEVAN ST ,56900,15161185
330001612,511 1ST ST N 612,181080,15161328
190034900,2712 MCELROY DR ,267832,15161811
190035300,2709 MCELROY DR ,259600,15161815
160130600,1800 JEFFERSON PARK AVE 78,143900,15160947
40C074000,2210 NORTH BERKSHIRE RD A,160200,15161602
330001102,511 1ST ST N 102,175680,15161275
330001504,511 1ST ST N 504,176832,15161306
190016300,2657 JEFFERSON PARK CIR ,285500,15161785
540137380,210 10TH ST NE 38,719900,15161117
320184000,408 COMMERCE ST ,81100,15161664
320186000,125 4TH ST NW ,703742,15161665
590362400,1394 AVON ST ,233400,15161339
330001409,511 1ST ST N 409,150588,15161289
530072R00,112 5TH ST SE 4F,671600,15161164
180035000,203 SUNSET AVE ,365600,15161745
180060000,2625 JEFFERSON PARK CIR ,498600,15161788
320144200,0 7 1/2 ST SW ,0,15161575
320014100,0 PRESTON AVE ,0,15161687
460001000,100-115 MELBOURNE PARK CIR ,1800,15161710
190030000,2666 JEFFERSON PARK CIR ,687900,15161780
160130220,1800 JEFFERSON PARK AVE 94,122600,15160941
190037201,420 MOBILE LN ,244400,15161900
190035220,2741 MCELROY DR ,274728,15161842
070003101,100 ALDERMAN RD ,2732900,15161485
560056000,1301 MIDLAND ST ,199666,15161584
160130800,1800 JEFFERSON PARK AVE 80,122700,15160946
190035100,2701 MCELROY DR ,244200,15161813
290067000,215 5TH ST SW ,1600,15161193
320153000,711 W MAIN ST ,674913,15161605
320156000,707-709 W MAIN ST ,1551347,15161606
280103000,0 GARRETT ST ,661400,15161376
320144401,211 CREAM ST 401,400800,15161179
330001201,511 1ST ST N 201,213600,15161281
320136200,612 BROWN ST ,193094,15161632
330001610,511 1ST ST N 610,150588,15161326
190034270,215 OLD LYNCHBURG RD ,257200,15161850
160129330,1800 JEFFERSON PARK AVE 405,155300,15161011
25A190000,146 BROOKWOOD DR ,244500,15161597
160129630,1800 JEFFERSON PARK AVE 611,150700,15161007
190034201,229 OLD LYNCHBURG RD ,257852,15161843
160129410,1800 JEFFERSON PARK AVE 501,148300,15160990
190037400,253 MONTE VISTA AVE ,225700,15161874
530054202,408 E MARKET ST 202,218600,15161348
320124000,201 6TH ST NW ,363400,15161638
190034500,2704 MCELROY DR ,269300,15161804
540137600,1001 E MARKET ST 6,313900,15161088
190035330,2738 MCELROY DR ,238500,15161894
540137000,1001 E MARKET ST ,100,15161121
5500451C0,1410 CHESAPEAKE ST ,193800,15161200
190019000,2642 JEFFERSON PARK CIR ,418600,15161776
110114000,225 JEANETTE LANCASTER WAY ,282400,15161527
250023000,0 5TH ST SW ,2100,15161488
320158000,704 ELSOM ST ,284100,15161620
190035210,2739 MCELROY DR ,286600,15161889
190034250,219 OLD LYNCHBURG RD ,254400,15161848
190036600,250 OLD LYNCHBURG RD ,200400,15161867
160129340,1800 JEFFERSON PARK AVE 406,143400,15161012
190036500,248 OLD LYNCHBURG RD ,196900,15161866
330001402,511 1ST ST N 402,181080,15161283
330001407,511 1ST ST N 407,181080,15161288
330001513,511 1ST ST N 513,181080,15161315
330001210,511 1ST ST N 210,150588,15161257
330001311,511 1ST ST N 311,150588,15161271
290085100,318 7TH ST SW ,141000,15161388
290085000,316 7TH ST SW ,158200,15161389
290085200,0 7TH ST SW ,1300,15161390
330001413,511 1ST ST N 413,181080,15161293
330001511,511 1ST ST N 511,150588,15161313
320122000,501-03 COMMERCE ST ,414200,15161657
320123000,200-202 6TH ST NW ,386400,15161648
330001212,511 1ST ST N 212,181080,15161263
160129A00,1800 JEFFERSON PARK AVE 1001,408400,15160965
310143000,916 PAGE ST ,106185,15161529
600196100,1409 MONTICELLO RD ,204400,15161566
300002000,810-820 W MAIN ST ,2923800,15161207
300002B00,808 W MAIN ST ,2017400,15161209
300002C00,0 W MAIN ST ,746800,15161210
320147000,103 8TH ST NW ,222228,15161626
110107000,1432 JEFFERSON PARK AVE ,6202629,15161449
080002000,0 EMMET ST N ,2897400,15161440
0700019B0,0 IVY RD ,488400,15161069
0700019A0,2175 IVY RD ,689400,15161070
320163000,633 W MAIN ST ,447910,15161609
320164000,629-631 W MAIN ST ,262699,15161610
330001613,511 1ST ST N 613,181080,15161329
530054301,408 E MARKET ST 301,481700,15161359
550073700,1418 SHORT 18TH ST NE ,229400,15161384
200077100,2610 JEFFERSON PARK AVE ,374384,15161733
22B161000,558 CLEVELAND AVE ,158600,15161332
320136000,616 BROWN ST ,192494,15161630
540137100,1001 E MARKET ST 1,282100,15161083
610057A00,0 MONTICELLO RD ,524600,15161123
320179000,401-19 W MAIN ST ,0,15161659
160129390,1800 JEFFERSON PARK AVE 411,148200,15161017
190014000,2704 ETON RD ,381700,15161799
190023000,2628 JEFFERSON PARK CIR ,397476,15161772
190009000,2711 ETON RD ,294300,15161794
160129930,1800 JEFFERSON PARK AVE 905,170600,15160973
190035190,2735 MCELROY DR ,247400,15161887
330001611,511 1ST ST N 611,150696,15161327
330001608,511 1ST ST N 608,150588,15161324
320130000,606 BROWN ST ,169200,15161635
320118000,205 5TH ST NW ,340000,15161655
40C102100,0 CEDAR HILL RD ,42700,15161077
370083D00,1515 MADISON AVE ,556600,15161523
540190D00,1101 E JEFFERSON ST 4,605500,15161698
540190E00,1101 E JEFFERSON ST 5,264000,15161700
330001304,511 1ST ST N 304,150588,15161264
40B046100,2313 WAYNE AVE ,230200,15161525
090005000,400 RUGBY RD ,4237200,15161479
090004000,450 RUGBY RD ,641900,15161480
020057000,902 ROSSER LN ,659700,15161691
190037230,426 MOBILE LN ,259300,15161908
190037220,424 MOBILE LN ,225500,15161907
180055300,230 SUNSET AVE ,210600,15161749
25A136000,187 BROOKWOOD DR ,290100,15161533
160130140,1800 JEFFERSON PARK AVE 86,105400,15160953
190012000,2708 ETON RD ,315804,15161797
190034101,2714 MCELROY DR ,245800,15161812
330255000,101 W MAIN ST ,1310432,15161715
510025100,737 LOCUST AVE ,657560,15161224
510027000,727 LOCUST AVE ,506600,15161221
21B016000,0 OLD FIFTH CIR ,0,15161442
320027000,416 4TH ST NW ,2074121,15161684
040303290,1307 WERTLAND ST C-7,136700,15161409
25A180000,149 BROOKWOOD DR ,242700,15161516
190017000,2652 JEFFERSON PARK CIR ,445680,15161778
2900671A0,215 5TH ST SW 1A,278100,15161186
040303120,1305 WERTLAND ST B-2,136700,15161414
040303130,1305 WERTLAND ST B-3,136700,15161415
040303400,1303 WERTLAND ST A-4,152500,15161434
330001505,511 1ST ST N 505,181080,15161307
190034120,2718 MCELROY DR ,244100,15161828
190035290,2746 MCELROY DR ,245200,15161890
310004200,811 PRESTON AVE ,1436485,15161229
530072T00,112 5TH ST SE 5B,1279700,15161167
200099000,2600 JEFFERSON PARK AVE ,307900,15161719
320127000,213 6TH ST NW ,471400,15161636
560021000,104 MEADE AVE ,2017297,15161385
42C053000,111 KERRY LN ,344700,15161382
330001314,511 1ST ST N 314,213600,15161274
190034301,209 OLD LYNCHBURG RD ,255000,15161853
190036100,240 OLD LYNCHBURG RD ,184300,15161856
200003000,2512 WOODLAND DR ,209100,15161731
540137301,210 10TH ST NE 30,634100,15161109
260062000,912 WOODFOLK DR ,170900,15161216
610090000,1408 HAMPTON ST ,131795,15161552
160129960,1800 JEFFERSON PARK AVE 908,188800,15160972
190037170,414 MOBILE LN ,204600,15161903
190037160,412 MOBILE LN ,202700,15161904
190035310,2742 MCELROY DR ,226400,15161892
180059000,2621 JEFFERSON PARK CIR ,324400,15161754
350069000,715 HENRY AVE ,658100,15161581
190035350,303 OLD LYNCHBURG RD ,299808,15161897
190037290,417 MOBILE LN ,216500,15161914
350067100,711 HENRY AVE A&B,291796,15161582
190035101,102 TROOST CT ,276000,15161822
190037280,419 MOBILE LN ,251536,15161913
320144000,711 ELSOM ST ,231900,15161617
530072O00,112 5TH ST SE 4C,830200,15161161
600196000,1411 MONTICELLO RD ,65300,15161567
190029000,2672 JEFFERSON PARK CIR ,594792,15161766
160129100,1800 JEFFERSON PARK AVE 107,112000,15161045
320106000,229 5TH ST NW ,240200,15161673
25A167000,148 BROOKWOOD DR ,242600,15161596
040303170,1305 WERTLAND ST B-7,162700,15161419
540137330,210 10TH ST NE 33,685100,15161112
330001312,511 1ST ST N 312,181080,15161272
200096000,2522 JEFFERSON PARK AVE ,340300,15161603
190008000,2709 ETON RD ,322300,15161793
160129200,1800 JEFFERSON PARK AVE 108,112000,15161030
160129720,1800 JEFFERSON PARK AVE 708,155300,15161001
160129230,1800 JEFFERSON PARK AVE 307,143900,15161026
320144101,211 CREAM ST 101,288300,15161171
530112300,619 E HIGH ST 3,343400,15161135
590008100,617 BLENHEIM AVE ,412100,15161197
40B046000,1605 RICKY RD ,230100,15161524
200083000,2521 WOODLAND DR ,412728,15161724
190025000,2618 JEFFERSON PARK CIR ,329800,15161770
180058000,2619 JEFFERSON PARK CIR ,324260,15161755
200095000,2518 JEFFERSON PARK AVE ,203940,15161716
200086000,2507 WOODLAND DR ,255348,15161727
190020000,2638 JEFFERSON PARK CIR ,473300,15161775
330001106,511 1ST ST N 106,181080,15161298
190041000,235 MONTE VISTA AVE ,256040,15161882
160129780,1800 JEFFERSON PARK AVE 802,196000,15161051
160130300,1800 JEFFERSON PARK AVE 75,101000,15160957
190021000,2636 JEFFERSON PARK CIR ,446600,15161774
190050000,228 OLD LYNCHBURG RD ,225800,15161862
25A168000,173 BROOKWOOD DR ,219900,15161499
160128440,1800 JEFFERSON PARK AVE 44,91900,15160930
160129801,1800 JEFFERSON PARK AVE 804,114400,15161060
040303340,1309 WERTLAND ST D-2,136700,15161392
040303401,1309 WERTLAND ST D-8,136700,15161398
040303101,1303 WERTLAND ST A-10,136500,15161433
160129160,1800 JEFFERSON PARK AVE 212,143900,15161037
540190F00,1101 E JEFFERSON ST 6,226200,15161701
540190G00,1101 E JEFFERSON ST 7,315800,15161702
550073800,307 18TH ST NE ,391500,15161383
55A088611,117 RIVERBLUFF CIR ,493400,15161469
320144102,211 CREAM ST 102,223100,15161172
040303110,1305 WERTLAND ST B-1,115300,15161413
040303150,1305 WERTLAND ST B-5,117000,15161417
540137230,210 10TH ST NE 23,509700,15161103
190032300,120 PARK RD ,289100,15161784
160130400,1800 JEFFERSON PARK AVE 76,101100,15160942
160128350,1800 JEFFERSON PARK AVE 35,91900,15160920
160128360,1800 JEFFERSON PARK AVE 36,88500,15160924
190037800,303 MOBILE LN ,269800,15161870
260058000,920 RAYMOND RD ,142700,15161218
540137110,1001 E MARKET ST 11,293500,15161093
540137260,210 10TH ST NE 26,392100,15161106
160129501,1800 JEFFERSON PARK AVE 510,121300,15160980
190034290,211 OLD LYNCHBURG RD ,257900,15161852
040303180,1305 WERTLAND ST B-8,136500,15161420
180046000,2521 BRUNSWICK RD ,378448,15161763
180045000,2515 BRUNSWICK RD ,751600,15161764
21A100B00,310 HARRIS RD ,348700,15161127
530054101,404 E MARKET ST 101,374200,15161343
160128490,1800 JEFFERSON PARK AVE 49,133600,15160919
320014000,608-614 PRESTON AVE ,5237200,15161677
55A088621,120 RIVERBLUFF CIR ,426200,15161462
25A163000,156 BROOKWOOD DR ,245800,15161592
55A088618,109 RIVERBLUFF CIR ,346900,15161464
190036200,242 OLD LYNCHBURG RD ,188900,15161863
190036300,244 OLD LYNCHBURG RD ,189000,15161864
190036400,246 OLD LYNCHBURG RD ,189000,15161865
55A088619,111 RIVERBLUFF CIR ,346900,15161463
190034280,213 OLD LYNCHBURG RD ,254600,15161851
530054200,408 E MARKET ST 201A,112600,15161347
160129240,1800 JEFFERSON PARK AVE 308,143900,15161025
330001606,511 1ST ST N 606,150696,15161322
320125000,205 6TH ST NW ,402900,15161637
21A100C00,312 HARRIS RD ,348700,15161128
330001105,511 1ST ST N 105,207660,15161297
530072G00,112 5TH ST SE 3A,564700,15161153
530054306,408 E MARKET ST 306,631800,15161364
2900671C0,215 5TH ST SW 1C,278100,15161188
160129I00,1800 JEFFERSON PARK AVE 1009,310600,15161046
530054108,408 E MARKET ST 104B,188700,15161352
21B016440,124 OLD FIFTH CIR ,241400,15161557
540137140,210 10TH ST NE 14,368900,15161096
540137370,210 10TH ST NE 37,695400,15161116
180044000,2511 BRUNSWICK RD ,400200,15161765
190035800,2719 MCELROY DR ,244700,15161820
530162300,550 E WATER ST ,1046100,15161590
320178000,421 W MAIN ST ,644281,15161645
190037100,245 MONTE VISTA AVE ,260600,15161877
330001204,511 1ST ST N 204,150588,15161279
530054204,408 E MARKET ST 204,169000,15161351
160129110,1800 JEFFERSON PARK AVE 207,143900,15161043
190035280,2748 MCELROY DR ,233500,15161841
55A088612,119 RIVERBLUFF CIR ,376000,15161468
